v1,two_yr_recidivism,number_of_priors,age_above_fourtyfive,age_below_twentyfive,female,misdemeanor,ethnicity,probability,predicted,recidivism
3264,yes,-.26275212,no,yes,Male,yes,African_American,.60954839,1,1
2850,yes,-.0519493,no,no,Male,no,African_American,.52856344,1,1
1113,yes,.15885352,no,no,Male,no,African_American,.57932228,1,1
732,no,.79126197,no,yes,Male,yes,African_American,.7907567,1,0
1009,yes,-.68435776,no,yes,Male,yes,African_American,.5380435,1,1
849,no,.36965632,no,no,Male,no,African_American,.6190685,1,0
2603,no,-.68435776,no,yes,Male,no,African_American,.59686589,1,0
2933,yes,-.0519493,no,yes,Male,no,African_American,.71493071,1,1
3425,yes,1.6344732,no,no,Male,no,African_American,.82263565,1,1
2672,no,-.0519493,no,yes,Female,yes,African_American,.56537795,1,0
615,no,-.68435776,no,yes,Male,no,African_American,.59686589,1,0
6129,yes,-.68435776,no,yes,Male,no,African_American,.58536917,1,1
1290,no,2.4776845,no,no,Male,no,African_American,.90268433,1,0
309,yes,.15885352,no,yes,Male,no,African_American,.74934649,1,1
3008,yes,-.68435776,no,yes,Male,no,African_American,.58536917,1,1
6109,yes,-.47355494,no,yes,Male,no,African_American,.62515807,1,1
3102,yes,2.2668817,no,yes,Male,no,African_American,.94541663,1,1
991,yes,-.68435776,no,yes,Male,no,African_American,.59686589,1,1
1203,no,-.47355494,no,yes,Male,no,African_American,.63877738,1,0
710,yes,-.47355494,no,yes,Male,yes,African_American,.57024968,1,1
1616,yes,2.0560789,no,no,Male,no,African_American,.85664368,1,1
5830,yes,7.3261495,yes,no,Male,no,African_American,.99444014,1,1
5018,yes,-.26275212,no,yes,Male,yes,African_American,.60954839,1,1
1953,no,-.47355494,no,yes,Female,no,African_American,.54683846,1,0
3838,yes,-.68435776,no,yes,Male,yes,African_American,.5576306,1,1
4199,no,-.47355494,no,yes,Male,no,African_American,.6467129,1,0
4828,no,.58045918,no,no,Male,no,African_American,.65698278,1,0
2914,yes,-.68435776,no,yes,Male,no,African_American,.60049236,1,1
2896,yes,1.2128676,no,no,Male,no,African_American,.75914806,1,1
1955,no,-.0519493,no,yes,Male,no,African_American,.70225364,1,0
2604,no,1.0020648,no,no,Male,yes,African_American,.68360317,1,0
3121,yes,1.6344732,no,no,Male,yes,African_American,.77959967,1,1
2223,yes,.79126197,yes,no,Male,no,African_American,.53686363,1,1
5154,yes,2.0560789,yes,no,Male,no,African_American,.77102977,1,1
5926,no,.15885352,no,no,Male,yes,African_American,.52824688,1,0
1624,no,-.0519493,no,yes,Male,yes,African_American,.66200012,1,0
1308,yes,-.68435776,no,yes,Male,no,African_American,.58536917,1,1
5777,yes,-.0519493,no,no,Male,no,African_American,.54823363,1,1
3560,yes,1.4236704,no,no,Male,no,African_American,.78811812,1,1
3199,no,-.47355494,no,yes,Male,no,African_American,.62515807,1,0
2061,yes,2.0560789,yes,no,Male,no,African_American,.77102977,1,1
5136,no,.36965632,no,no,Male,yes,African_American,.57564849,1,0
4339,yes,1.0020648,no,no,Male,no,African_American,.71828467,1,1
1964,no,-.68435776,no,yes,Female,no,African_American,.51538312,1,0
4432,yes,1.0020648,yes,no,Male,yes,African_American,.52954388,1,1
4453,no,1.0020648,no,no,Male,no,African_American,.72610825,1,0
5806,yes,.15885352,no,no,Male,no,African_American,.57965893,1,1
4786,yes,-.68435776,no,yes,Male,yes,African_American,.54469681,1,1
1403,yes,4.1641068,no,no,Male,no,African_American,.96811253,1,1
2815,yes,-.47355494,no,yes,Male,no,African_American,.6467129,1,1
1987,yes,-.47355494,no,yes,Male,no,African_American,.62461245,1,1
5243,no,-.68435776,no,yes,Male,no,African_American,.60802478,1,0
5857,yes,1.6344732,yes,no,Male,yes,African_American,.6597411,1,1
3051,yes,-.47355494,no,yes,Male,no,African_American,.62461245,1,1
2979,no,5.0073185,no,no,Male,yes,African_American,.98001182,1,0
821,yes,.36965632,no,no,Male,yes,African_American,.56891507,1,1
5264,yes,1.4236704,yes,no,Male,no,African_American,.65370297,1,1
3480,yes,-.68435776,no,yes,Male,no,African_American,.58375901,1,1
4977,no,.15885352,no,no,Male,no,African_American,.57932228,1,0
736,yes,.36965632,no,no,Male,no,African_American,.61947787,1,1
1470,yes,.79126197,no,no,Male,yes,African_American,.62836993,1,1
3701,no,-.68435776,no,yes,Female,no,African_American,.50285244,1,0
4488,yes,-.68435776,no,yes,Female,no,African_American,.51538312,1,1
625,no,1.6344732,yes,no,Male,no,African_American,.69599313,1,0
5998,yes,1.2128676,no,no,Male,yes,African_American,.71921051,1,1
3977,yes,1.4236704,no,no,Male,no,African_American,.79592723,1,1
1842,no,-.0519493,no,no,Male,no,African_American,.53695673,1,0
1217,yes,1.0020648,no,no,Male,no,African_American,.73389572,1,1
1408,no,3.3208959,yes,no,Male,no,African_American,.9032355,1,0
729,yes,.36965632,no,yes,Male,no,African_American,.76934302,1,1
1762,yes,-.47355494,no,yes,Male,no,African_American,.62515807,1,1
4737,yes,2.6884873,yes,no,Male,yes,African_American,.81255805,1,1
914,yes,1.4236704,yes,no,Male,no,African_American,.66692418,1,1
803,no,-.47355494,no,yes,Male,no,African_American,.63877738,1,0
2385,no,-.68435776,no,yes,Male,no,African_American,.58536917,1,0
4805,yes,2.8992901,no,no,Male,no,African_American,.91795135,1,1
97,yes,.36965632,no,no,Male,no,African_American,.6190685,1,1
4085,no,3.3208959,no,no,Male,yes,African_American,.94072199,1,0
3384,yes,-.0519493,no,yes,Male,no,African_American,.71825665,1,1
4431,no,.58045918,no,no,Male,yes,African_American,.60867459,1,0
5574,yes,2.4776845,no,no,Female,no,African_American,.86820447,1,1
3590,no,-.26275212,no,yes,Female,no,African_American,.59632796,1,0
1960,yes,.58045918,no,yes,Male,no,African_American,.79865056,1,1
3376,no,-.68435776,no,yes,Male,yes,African_American,.54469681,1,0
4457,no,.15885352,no,no,Male,yes,African_American,.52824688,1,0
950,yes,.15885352,no,no,Male,yes,African_American,.50939798,1,1
3688,yes,-.47355494,no,yes,Male,no,African_American,.63832462,1,1
3066,yes,-.68435776,no,yes,Male,no,African_American,.60049236,1,1
1998,yes,-.26275212,no,yes,Male,no,African_American,.67782116,1,1
4991,yes,2.6884873,no,no,Male,no,African_American,.90681255,1,1
3959,yes,.58045918,no,no,Male,yes,African_American,.60914874,1,1
2182,yes,1.6344732,no,no,Male,no,African_American,.82263565,1,1
5804,yes,-.0519493,no,yes,Male,no,African_American,.70995194,1,1
5184,yes,-.47355494,no,yes,Male,no,African_American,.63832462,1,1
5189,yes,-.47355494,no,yes,Male,no,African_American,.62515807,1,1
2314,yes,1.0020648,yes,no,Male,yes,African_American,.52954388,1,1
25,yes,1.0020648,no,no,Male,no,African_American,.74496186,1,1
1299,yes,-.26275212,no,yes,Male,no,African_American,.67537689,1,1
2217,yes,2.2668817,yes,no,Male,no,African_American,.78071034,1,1
3909,yes,.36965632,no,no,Male,no,African_American,.60897708,1,1
18,yes,2.0560789,yes,no,Male,no,African_American,.75454289,1,1
3641,yes,1.0020648,no,no,Male,yes,African_American,.68360317,1,1
1226,yes,.36965632,no,yes,Male,no,African_American,.78088081,1,1
5244,yes,1.0020648,yes,no,Male,no,African_American,.58607274,1,1
55,yes,-.47355494,no,yes,Male,no,African_American,.63832462,1,1
4121,yes,-.47355494,no,yes,Male,no,African_American,.62515807,1,1
4998,yes,-.47355494,no,yes,Male,no,African_American,.6467129,1,1
1372,no,.58045918,no,no,Male,no,African_American,.65698278,1,0
6105,no,-.0519493,no,no,Male,no,African_American,.5385204,1,0
1806,no,.36965632,no,no,Female,no,African_American,.51721317,1,0
3221,yes,2.0560789,no,no,Male,no,African_American,.8754797,1,1
1145,yes,.79126197,no,no,Male,no,African_American,.68387789,1,1
483,yes,.36965632,no,no,Male,yes,African_American,.56908792,1,1
3015,no,1.2128676,no,no,Male,no,African_American,.75031388,1,0
5925,yes,1.6344732,no,no,Male,no,African_American,.81445527,1,1
3607,yes,1.6344732,yes,no,Male,yes,African_American,.64298296,1,1
3055,yes,-.68435776,no,yes,Female,no,African_American,.50285244,1,1
4528,yes,-.26275212,no,yes,Male,no,African_American,.66480392,1,1
3351,no,.15885352,no,no,Male,yes,African_American,.52824688,1,0
4003,no,-.68435776,no,yes,Male,yes,African_American,.5380435,1,0
3737,no,-.47355494,no,yes,Female,no,African_American,.55622864,1,0
2034,yes,-.47355494,no,yes,Male,no,African_American,.6467129,1,1
4723,yes,-.68435776,no,yes,Male,no,African_American,.58375901,1,1
635,no,1.0020648,yes,no,Male,no,African_American,.59204257,1,0
4435,yes,-.68435776,no,yes,Male,no,African_American,.58536917,1,1
4355,no,1.0020648,no,no,Male,yes,African_American,.69677031,1,0
2026,yes,-.68435776,no,yes,Male,no,African_American,.60049236,1,1
6098,yes,-.0519493,no,no,Male,no,African_American,.5385204,1,1
3686,yes,-.0519493,no,no,Male,no,African_American,.53695673,1,1
5739,no,1.6344732,no,no,Male,no,African_American,.80673349,1,0
633,yes,.79126197,no,no,Male,yes,African_American,.65842617,1,1
2687,yes,-.68435776,no,yes,Male,yes,African_American,.5380435,1,1
622,no,-.68435776,no,yes,Male,no,African_American,.59686589,1,0
2572,yes,-.47355494,no,yes,Male,no,African_American,.62515807,1,1
2513,no,1.2128676,no,no,Male,no,African_American,.75722229,1,0
5988,yes,.79126197,no,no,Female,no,African_American,.61591148,1,1
2428,yes,-.68435776,no,yes,Male,no,African_American,.60049236,1,1
297,yes,.58045918,no,no,Male,yes,African_American,.61789232,1,1
845,no,2.8992901,yes,no,Male,yes,African_American,.83961833,1,0
4787,yes,-.47355494,no,yes,Male,no,African_American,.63877738,1,1
2842,yes,.36965632,no,no,Male,no,African_American,.60897708,1,1
1698,no,1.0020648,no,no,Male,no,African_American,.73389572,1,0
2950,no,.79126197,no,no,Male,no,African_American,.69871837,1,0
3444,no,2.4776845,no,no,Male,no,African_American,.89488512,1,0
4104,yes,3.3208959,no,no,Male,no,African_American,.94064093,1,1
2342,yes,1.2128676,no,no,Male,yes,African_American,.71802753,1,1
3202,yes,-.26275212,no,yes,Male,no,African_American,.66228431,1,1
5718,no,-.47355494,no,yes,Male,no,African_American,.62515807,1,0
2935,yes,-.0519493,no,yes,Male,no,African_American,.69800347,1,1
2017,yes,1.4236704,yes,no,Male,no,African_American,.65759903,1,1
1628,no,-.68435776,no,yes,Male,no,African_American,.60049236,1,0
4996,yes,-.26275212,no,yes,Male,yes,African_American,.60954839,1,1
3514,no,-.68435776,no,yes,Male,no,African_American,.58536917,1,0
4919,yes,1.0020648,no,yes,Male,no,African_American,.85788542,1,1
5605,no,-.68435776,no,yes,Male,yes,African_American,.53314686,1,0
3122,no,2.0560789,yes,no,Male,no,African_American,.76488358,1,0
4567,yes,.36965632,no,no,Male,no,African_American,.61947787,1,1
4536,yes,.15885352,no,no,Male,yes,African_American,.52810192,1,1
3162,yes,.79126197,no,no,Male,no,African_American,.69871837,1,1
2627,no,1.4236704,yes,no,Male,no,African_American,.66899097,1,0
4809,yes,2.0560789,no,no,Male,no,African_American,.8754797,1,1
696,no,2.6884873,no,no,Male,no,African_American,.92253745,1,0
6030,yes,-.68435776,no,yes,Male,yes,African_American,.54469681,1,1
2439,yes,-.47355494,no,yes,Male,yes,African_American,.57592285,1,1
2013,yes,.58045918,no,no,Male,no,African_American,.64733213,1,1
5004,yes,.36965632,no,no,Female,no,African_American,.53984338,1,1
470,yes,-.0519493,no,no,Male,no,African_American,.5385204,1,1
905,yes,.36965632,no,yes,Male,no,African_American,.78023553,1,1
5647,no,.58045918,no,no,Male,yes,African_American,.60914874,1,0
5437,yes,-.68435776,no,yes,Male,yes,African_American,.54469681,1,1
4378,yes,3.3208959,no,no,Male,no,African_American,.94289482,1,1
2910,yes,.15885352,no,no,Male,yes,African_American,.52810192,1,1
6060,yes,1.4236704,yes,no,Male,no,African_American,.65759903,1,1
4549,yes,.36965632,no,no,Male,no,African_American,.62120116,1,1
3870,no,-.47355494,no,yes,Female,no,African_American,.54604077,1,0
5864,yes,.36965632,no,no,Male,no,African_American,.61947787,1,1
5427,no,-.68435776,no,yes,Male,no,African_American,.60049236,1,0
249,yes,.36965632,no,no,Male,no,African_American,.6190685,1,1
182,no,2.4776845,no,no,Male,no,African_American,.8895542,1,0
2249,no,-.47355494,no,yes,Male,no,African_American,.62461245,1,0
3528,yes,1.2128676,no,no,Male,no,African_American,.7663393,1,1
1881,yes,-.47355494,no,yes,Male,no,African_American,.62461245,1,1
4377,yes,-.47355494,no,yes,Male,no,African_American,.62515807,1,1
4720,yes,3.1100929,no,no,Male,no,African_American,.93088806,1,1
2999,no,1.6344732,no,no,Male,no,African_American,.83187157,1,0
4763,yes,.79126197,no,no,Male,no,African_American,.6935578,1,1
1319,yes,2.2668817,no,no,Male,no,African_American,.87547207,1,1
5370,yes,1.4236704,no,no,Male,no,African_American,.80585104,1,1
3900,yes,-.26275212,no,yes,Male,no,African_American,.66228431,1,1
4960,yes,-.26275212,no,yes,Male,yes,African_American,.60954839,1,1
1566,no,.36965632,no,no,Male,yes,African_American,.5718022,1,0
957,yes,1.6344732,no,no,Male,no,African_American,.80673349,1,1
108,yes,3.3208959,no,no,Male,no,African_American,.94064093,1,1
4106,no,-.0519493,no,yes,Male,no,African_American,.71493071,1,0
4153,yes,-.47355494,no,yes,Male,no,African_American,.6467129,1,1
2420,no,-.47355494,no,yes,Male,no,African_American,.62461245,1,0
1807,no,-.26275212,no,yes,Male,no,African_American,.67782116,1,0
1830,yes,3.1100929,no,no,Male,no,African_American,.92950761,1,1
471,yes,-.0519493,no,yes,Male,no,African_American,.71493071,1,1
4293,no,-.68435776,no,yes,Male,yes,African_American,.5380435,1,0
4452,no,-.68435776,no,yes,Male,no,African_American,.58536917,1,0
1402,yes,2.0560789,no,yes,Male,no,African_American,.93033689,1,1
3638,yes,.79126197,no,no,Male,yes,African_American,.65379453,1,1
5464,yes,-.26275212,no,yes,Male,no,African_American,.67782116,1,1
4346,yes,1.0020648,no,no,Male,no,African_American,.73389572,1,1
6147,no,1.2128676,no,no,Male,no,African_American,.7663393,1,0
2444,yes,3.1100929,yes,no,Male,yes,African_American,.86704439,1,1
5710,no,1.2128676,no,no,Male,no,African_American,.75722229,1,0
539,yes,3.1100929,no,no,Male,no,African_American,.93975735,1,1
5993,yes,-.47355494,no,yes,Male,no,African_American,.62515807,1,1
4740,yes,3.1100929,no,no,Male,yes,African_American,.90996599,1,1
2386,yes,.15885352,no,no,Male,no,African_American,.59126878,1,1
366,yes,-.0519493,no,yes,Female,no,African_American,.62694055,1,1
2612,yes,-.68435776,no,yes,Male,yes,African_American,.53004509,1,1
393,yes,5.2181211,yes,no,Male,no,African_American,.97237867,1,1
5554,yes,.36965632,no,no,Male,no,African_American,.6190685,1,1
4329,yes,.58045918,no,no,Male,no,African_American,.64733213,1,1
1933,yes,2.4776845,yes,no,Male,no,African_American,.80970258,1,1
345,no,1.6344732,yes,no,Male,no,African_American,.68500215,1,0
5619,yes,-.68435776,no,yes,Male,no,African_American,.58375901,1,1
671,yes,-.47355494,no,yes,Male,no,African_American,.62461245,1,1
1398,no,.36965632,no,no,Male,yes,African_American,.57564849,1,0
3984,no,-.0519493,no,yes,Male,yes,African_American,.66362679,1,0
1774,no,.15885352,no,no,Male,no,African_American,.58049071,1,0
4972,yes,1.2128676,no,no,Male,yes,African_American,.71802753,1,1
2387,yes,-.68435776,no,yes,Male,no,African_American,.60049236,1,1
3256,yes,-.26275212,no,no,Male,no,African_American,.50446481,1,1
2140,yes,.15885352,no,yes,Female,yes,African_American,.60594815,1,1
332,yes,2.2668817,no,no,Male,no,African_American,.87234765,1,1
762,yes,1.2128676,no,no,Male,no,African_American,.75031388,1,1
272,yes,-.26275212,no,yes,Male,no,African_American,.68356979,1,1
4658,no,1.0020648,no,no,Male,yes,African_American,.68458951,1,0
887,yes,2.8992901,yes,no,Male,no,African_American,.87070876,1,1
4686,yes,2.0560789,no,no,Female,no,African_American,.82256484,1,1
2586,yes,.79126197,no,no,Male,no,African_American,.6935578,1,1
350,yes,.79126197,no,no,Male,yes,African_American,.65379453,1,1
5953,yes,.36965632,no,no,Male,yes,African_American,.56891507,1,1
3888,yes,-.47355494,no,yes,Male,no,African_American,.63832462,1,1
173,yes,4.1641068,no,no,Female,no,African_American,.95760638,1,1
4133,no,1.0020648,yes,no,Male,yes,African_American,.51532137,1,0
2352,no,.79126197,no,no,Male,no,African_American,.68387789,1,0
3356,no,-.47355494,no,yes,Male,yes,African_American,.57592285,1,0
2792,yes,3.3208959,no,no,Male,no,African_American,.94064093,1,1
4336,no,-.68435776,no,yes,Male,no,African_American,.59686589,1,0
2018,no,.15885352,no,no,Male,yes,African_American,.52895051,1,0
4183,yes,2.0560789,no,no,Male,no,African_American,.85664368,1,1
5705,yes,4.5857129,yes,no,Female,no,African_American,.94640839,1,1
4965,yes,-.47355494,no,yes,Male,no,African_American,.6467129,1,1
5688,yes,-.26275212,no,yes,Male,no,African_American,.67782116,1,1
477,yes,2.6884873,no,no,Male,no,African_American,.90947539,1,1
5288,yes,2.6884873,no,no,Male,no,African_American,.92253745,1,1
56,yes,.15885352,no,no,Male,no,African_American,.57965893,1,1
3972,no,-.26275212,no,no,Male,no,African_American,.50446481,1,0
1269,yes,1.8452761,no,no,Male,yes,African_American,.79215306,1,1
2845,yes,-.26275212,no,yes,Male,no,African_American,.66228431,1,1
3817,yes,-.68435776,no,yes,Male,no,African_American,.60049236,1,1
4443,yes,.36965632,no,yes,Male,no,African_American,.78088081,1,1
2794,yes,.58045918,no,no,Male,no,African_American,.65728104,1,1
466,no,1.0020648,no,no,Male,no,African_American,.71828467,1,0
4852,no,-.26275212,no,yes,Female,no,African_American,.59686387,1,0
4600,no,-.47355494,no,yes,Male,no,African_American,.63832462,1,0
5303,yes,.36965632,no,no,Male,yes,African_American,.56891507,1,1
4586,no,-.47355494,no,yes,Male,yes,African_American,.59800416,1,0
2819,yes,-.47355494,no,yes,Male,no,African_American,.63832462,1,1
2083,yes,.15885352,no,yes,Male,no,African_American,.73147649,1,1
443,yes,-.68435776,no,yes,Male,no,African_American,.60049236,1,1
3621,yes,.79126197,no,no,Male,no,African_American,.6935578,1,1
334,yes,-.68435776,no,yes,Male,yes,African_American,.5576306,1,1
3218,yes,-.26275212,no,yes,Male,no,African_American,.67782116,1,1
631,yes,-.68435776,no,yes,Male,no,African_American,.59686589,1,1
4579,yes,-.47355494,no,yes,Male,yes,African_American,.58506083,1,1
2812,no,-.68435776,no,yes,Male,yes,African_American,.5576306,1,0
2528,no,-.68435776,no,yes,Female,no,African_American,.51682502,1,0
3446,no,.58045918,no,no,Male,no,African_American,.65728104,1,0
2170,yes,1.2128676,no,no,Male,no,African_American,.75722229,1,1
4633,yes,.58045918,no,no,Female,no,African_American,.57680857,1,1
3776,yes,-.26275212,no,yes,Male,yes,African_American,.62431455,1,1
1242,yes,.15885352,no,no,Male,no,African_American,.57932228,1,1
5571,yes,.36965632,no,no,Male,no,African_American,.63294917,1,1
5311,yes,-.68435776,no,yes,Male,yes,African_American,.54469681,1,1
4933,no,.79126197,no,no,Male,no,African_American,.69871837,1,0
4575,yes,2.6884873,no,no,Male,no,African_American,.91687983,1,1
5621,yes,.79126197,no,no,Female,no,African_American,.6197173,1,1
2179,yes,-.68435776,no,yes,Female,no,African_American,.50557488,1,1
4927,yes,1.0020648,no,no,Male,yes,African_American,.69190425,1,1
1932,no,-.0519493,no,no,Male,no,African_American,.54047215,1,0
6054,yes,-.47355494,no,yes,Male,no,African_American,.63877738,1,1
3689,no,-.68435776,no,yes,Male,no,African_American,.58536917,1,0
3280,yes,3.3208959,no,no,Male,no,African_American,.94064093,1,1
6169,no,-.68435776,no,yes,Male,no,African_American,.60802478,1,0
1129,no,.58045918,no,yes,Male,no,African_American,.79865056,1,0
2710,yes,2.2668817,no,no,Male,no,African_American,.87547207,1,1
6133,no,-.68435776,no,yes,Male,yes,African_American,.5576306,1,0
3427,no,.79126197,no,no,Male,no,African_American,.69871837,1,0
3714,yes,3.7425015,no,no,Male,yes,African_American,.94920385,1,1
5750,no,-.68435776,no,yes,Male,yes,African_American,.54469681,1,0
5558,yes,1.6344732,no,no,Male,no,African_American,.80673349,1,1
4961,yes,1.4236704,no,yes,Male,no,African_American,.89559305,1,1
5266,yes,.36965632,no,no,Female,no,African_American,.51721317,1,1
3923,yes,3.5316987,yes,no,Male,yes,African_American,.90217495,1,1
4470,no,.36965632,yes,no,Male,yes,Caucasian,.37509015,0,0
5885,no,-.47355494,yes,no,Female,no,Caucasian,.21434543,0,0
5043,no,-.68435776,no,no,Female,no,Caucasian,.29848161,0,0
1743,no,-.26275212,yes,no,Male,yes,Caucasian,.27725732,0,0
111,no,-.47355494,no,no,Male,yes,Caucasian,.38453147,0,0
2130,no,-.68435776,yes,no,Male,yes,Caucasian,.21640453,0,0
910,yes,-.47355494,yes,no,Male,no,Caucasian,.26712498,0,1
5396,no,-.26275212,no,no,Male,no,Caucasian,.4842748,0,0
1688,yes,-.47355494,yes,no,Male,yes,Caucasian,.25167903,0,1
3956,no,-.68435776,yes,no,Male,yes,Caucasian,.21029243,0,0
23,no,-.47355494,no,no,Male,yes,Caucasian,.38453147,0,0
1560,no,-.68435776,yes,no,Male,yes,Caucasian,.19389613,0,0
2243,no,-.68435776,no,no,Male,yes,Caucasian,.3410846,0,0
4738,no,-.68435776,yes,no,Male,no,Caucasian,.25964466,0,0
5361,no,-.26275212,yes,no,Male,yes,Caucasian,.25473112,0,0
1490,no,-.47355494,yes,no,Male,no,Caucasian,.28734052,0,0
1410,no,-.68435776,no,no,Male,no,Caucasian,.39788753,0,0
4862,yes,-.47355494,yes,no,Male,no,Caucasian,.28734052,0,1
4764,yes,-.68435776,no,no,Female,yes,Caucasian,.2569266,0,1
1851,no,-.68435776,no,no,Female,no,Caucasian,.3203007,0,0
84,no,-.68435776,yes,no,Female,yes,Caucasian,.1581579,0,0
38,yes,-.26275212,no,no,Male,yes,Caucasian,.43198031,0,1
4639,no,-.68435776,no,no,Female,yes,Caucasian,.25526798,0,0
2028,no,-.68435776,no,no,Female,yes,Caucasian,.26920575,0,0
946,no,-.68435776,no,yes,Female,yes,Caucasian,.44097969,0,0
4448,no,-.68435776,yes,no,Male,yes,Caucasian,.21635193,0,0
660,no,-.68435776,yes,no,Male,yes,Caucasian,.22178715,0,0
2379,no,-.68435776,no,no,Male,yes,Caucasian,.34405223,0,0
1381,no,-.68435776,yes,no,Male,yes,Caucasian,.21640453,0,0
5238,yes,-.26275212,no,no,Female,no,Caucasian,.39561883,0,1
1198,no,-.68435776,no,no,Male,no,Caucasian,.3977409,0,0
1941,no,-.47355494,no,no,Male,no,Caucasian,.43988946,0,0
2274,no,-.68435776,yes,no,Female,yes,Caucasian,.16605234,0,0
5576,yes,-.68435776,no,no,Male,no,Caucasian,.3977409,0,1
970,no,-.68435776,yes,no,Female,no,Caucasian,.20162588,0,0
1138,no,-.26275212,no,no,Male,yes,Caucasian,.43198031,0,0
5160,yes,-.68435776,no,no,Male,no,Caucasian,.3977409,0,1
1446,no,.15885352,no,no,Female,no,Caucasian,.46803141,0,0
5620,no,-.68435776,yes,no,Male,no,Caucasian,.26192796,0,0
1758,no,.15885352,yes,no,Male,no,Caucasian,.40473026,0,0
4504,no,-.68435776,yes,no,Female,no,Caucasian,.187775,0,0
5685,no,-.68435776,no,no,Female,no,Caucasian,.29848161,0,0
3381,no,-.26275212,yes,no,Male,no,Caucasian,.30288821,0,0
4411,no,-.68435776,no,no,Male,yes,Caucasian,.34203705,0,0
2600,yes,-.26275212,no,no,Male,yes,Caucasian,.41741955,0,1
4556,no,-.47355494,yes,no,Female,yes,Caucasian,.1914538,0,0
2902,no,-.68435776,no,no,Male,no,Caucasian,.3977409,0,0
5684,no,-.68435776,yes,no,Male,no,Caucasian,.25964466,0,0
4479,no,-.68435776,no,no,Female,no,Caucasian,.32263231,0,0
5246,no,-.47355494,no,no,Male,no,Caucasian,.43236277,0,0
2068,no,-.47355494,no,no,Male,no,Caucasian,.4243919,0,0
6143,no,-.26275212,yes,no,Female,no,Caucasian,.25695163,0,0
2579,yes,-.68435776,no,no,Male,yes,Caucasian,.34203705,0,1
4659,no,-.0519493,no,no,Female,no,Caucasian,.44427481,0,0
3195,yes,-.26275212,yes,no,Male,no,Caucasian,.30288821,0,1
493,yes,-.68435776,yes,no,Male,yes,Caucasian,.19389613,0,1
2695,no,-.26275212,no,no,Male,yes,Caucasian,.41741955,0,0
4547,no,-.68435776,yes,no,Male,yes,Caucasian,.21029243,0,0
2284,no,-.68435776,no,no,Male,yes,Caucasian,.34405223,0,0
1253,yes,-.68435776,no,yes,Female,no,Caucasian,.47381425,0,1
472,no,-.47355494,yes,no,Male,yes,Caucasian,.24716733,0,0
4668,no,-.68435776,yes,no,Female,yes,Caucasian,.17220987,0,0
3255,yes,-.68435776,no,no,Male,yes,Caucasian,.34970668,0,1
492,yes,.36965632,yes,no,Male,no,Caucasian,.44639915,0,1
4707,no,.36965632,yes,no,Male,yes,Caucasian,.37509015,0,0
4585,no,-.68435776,yes,no,Male,yes,Caucasian,.21029243,0,0
5176,yes,-.26275212,no,no,Male,no,Caucasian,.48292303,0,1
140,no,-.26275212,yes,no,Male,yes,Caucasian,.26932016,0,0
1928,yes,-.68435776,yes,no,Male,no,Caucasian,.24579711,0,1
5219,no,-.68435776,no,no,Male,no,Caucasian,.38483214,0,0
1706,yes,-.68435776,no,no,Male,yes,Caucasian,.34405223,0,1
5742,yes,-.0519493,yes,no,Male,no,Caucasian,.36563179,0,1
4969,no,-.68435776,no,no,Female,yes,Caucasian,.27945983,0,0
5628,yes,-.68435776,no,no,Male,yes,Caucasian,.34645095,0,1
2331,no,-.26275212,no,no,Male,yes,Caucasian,.42408159,0,0
1815,no,-.47355494,yes,no,Female,no,Caucasian,.19376338,0,0
417,yes,-.68435776,no,no,Male,yes,Caucasian,.34405223,0,1
3084,no,-.47355494,no,no,Male,yes,Caucasian,.37849995,0,0
587,yes,-.26275212,yes,no,Male,no,Caucasian,.32940379,0,1
1719,no,-.47355494,no,no,Male,no,Caucasian,.44800654,0,0
6088,yes,.15885352,no,no,Female,no,Caucasian,.47623849,0,1
1363,no,-.68435776,yes,no,Male,yes,Caucasian,.21029243,0,0
1202,no,-.47355494,no,no,Male,no,Caucasian,.44800654,0,0
4414,no,-.68435776,no,yes,Female,no,Caucasian,.49206436,0,0
6115,no,-.26275212,no,no,Male,no,Caucasian,.47337195,0,0
1032,no,-.68435776,yes,no,Male,yes,Caucasian,.21029243,0,0
2032,no,-.68435776,no,no,Male,yes,Caucasian,.34970668,0,0
909,no,.15885352,yes,no,Female,no,Caucasian,.30957332,0,0
1331,yes,-.26275212,no,no,Male,no,Caucasian,.4842748,0,1
1050,yes,-.68435776,no,no,Female,no,Caucasian,.32263231,0,1
2754,no,-.47355494,no,no,Male,no,Caucasian,.4243919,0,0
4455,no,-.68435776,no,no,Male,no,Caucasian,.40823349,0,0
5295,no,.79126197,yes,no,Male,yes,Caucasian,.45379424,0,0
3432,no,-.68435776,yes,no,Male,no,Caucasian,.26192796,0,0
2308,no,-.68435776,no,no,Female,no,Caucasian,.32927537,0,0
4398,no,-.47355494,no,no,Male,no,Caucasian,.43988946,0,0
3175,yes,.36965632,yes,no,Male,yes,Caucasian,.38576415,0,1
491,yes,-.26275212,yes,no,Female,yes,Caucasian,.1839191,0,1
3845,no,-.0519493,yes,no,Male,yes,Caucasian,.30247703,0,0
3975,yes,.15885352,yes,no,Male,yes,Caucasian,.33782867,0,1
2864,no,-.47355494,no,yes,Female,yes,Caucasian,.4742218,0,0
789,no,-.26275212,no,no,Male,no,Caucasian,.4884561,0,0
3862,yes,-.0519493,no,no,Male,yes,Caucasian,.46294948,0,1
