policyno,plcydate,clm_freq5,clm_amt5,clm_amt,kidsdriv,travtime,car_use,bluebook,retained,npolicy,car_type,red_car,mvr_pts,clm_flag,age,homekids,yoj,income,gender,parent1,jobclass,max_educ,home_val,homevalue,samehome,yearsinhome,area,in_yy,hadclaim,commercial,cartype_panel,cartype_sports,cartype_pickup,cartype_suv,cartype_sedan,cartype_van,redcar,revolked,male,married,singleparent,job_bluecollar,urban,predictedclaim
55832933,1995-08-28,3,28005,0,0,13,Commercial,21610,1,1,Van,no,6,No,46,0,11,104017,M,No,Unknown,Masters,0,0,15,15,Urban,FALSE,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,.54031998
55833492,1997-03-25,0,0,1710,0,30,Commercial,10940,1,1,Pickup,yes,0,Yes,48,0,0,0,M,No,Student,High School,0,0,12,12,Rural,TRUE,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,.050392672
55838337,1997-05-14,0,0,4566,0,31,Commercial,8540,1,2,SUV,no,0,Yes,60,3,17,6104,F,No,Student,Bachelors,0,0,7,7,Rural,TRUE,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,.10752912
55849045,1994-07-15,0,0,0,1,47,Private,7100,6,1,Sports Car,no,0,No,43,2,12,23996,F,No,Home Maker,<High School,150242,150242,7,7,Rural,FALSE,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,.065190867
55871670,1994-07-17,3,30341,0,0,16,Private,14440,1,3,Sedan,yes,1,No,52,0,14,126865,M,No,Lawyer,Masters,346249,346249,15,15,Urban,TRUE,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,.077306628
55877590,1995-06-25,0,0,0,0,23,Private,8450,14,2,SUV,no,0,No,40,0,10,29499,F,No,Home Maker,High School,129021,129021,1,1,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,.2013354
55879854,1993-10-31,0,0,0,0,35,Private,15780,13,2,Sedan,yes,2,No,52,0,NA,51669,M,No,Professional,Bachelors,234454,234454,7,7,Urban,FALSE,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,.060585946
55880126,1994-09-18,0,0,0,0,31,Private,17480,1,2,Van,no,0,No,52,0,15,85288,M,No,Manager,Bachelors,218202,218202,1,1,Urban,TRUE,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,.16656896
55880330,1999-04-06,0,0,0,1,46,Commercial,7100,3,2,Pickup,yes,0,No,44,3,15,55989,M,No,Clerical,High School,153738,153738,3,3,Rural,FALSE,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,.12441657
55897070,1998-08-24,0,0,0,1,35,Private,16990,10,1,Sedan,no,0,No,36,2,13,,M,No,Blue Collar,<High School,143787,143787,1,1,Urban,FALSE,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,.32416436
55910485,1994-12-02,3,4321,865,1,15,Private,8610,6,1,Sports Car,no,8,Yes,44,1,11,27052,F,Yes,Clerical,High School,0,0,3,3,Urban,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,.78665298
55914621,1999-03-02,3,2269,0,0,35,Commercial,17160,13,1,Van,yes,1,No,41,0,14,,M,No,Unknown,Masters,320228,320228,1,1,Urban,FALSE,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,.29000926
55942883,1995-06-11,2,3507,1942,0,7,Commercial,9480,4,2,Pickup,yes,1,Yes,43,0,11,40791,M,No,Clerical,High School,197873,197873,1,1,Urban,FALSE,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,.33358151
55948038,1997-06-01,0,0,0,0,16,Private,7890,6,2,SUV,no,0,No,45,4,17,85428,F,Yes,Student,High School,236050,236050,1,1,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,.29083258
55949363,1995-04-13,0,0,0,0,54,Private,20900,1,1,Sports Car,no,0,No,49,0,11,20116,F,No,Home Maker,Masters,145781,145781,11,11,Rural,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.043818794
55955032,1993-07-24,0,0,0,0,42,Private,20990,1,1,Sedan,yes,0,No,50,0,13,144932,M,No,Manager,Masters,390895,390895,15,15,Urban,TRUE,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,.063328579
55961477,1998-05-27,0,0,0,0,47,Commercial,11660,1,1,SUV,no,0,No,32,1,15,69557,F,No,Blue Collar,High School,244291,244291,9,9,Rural,TRUE,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,.060612381
55963386,1997-04-08,3,6730,0,0,25,Commercial,8260,6,2,SUV,no,6,No,42,2,12,67644,F,No,Blue Collar,Bachelors,233085,233085,8,8,Urban,FALSE,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,.58386785
55979557,1995-11-24,0,0,0,0,48,Private,18060,1,2,SUV,no,4,No,31,2,12,18903,F,No,Clerical,<High School,93797,93797,7,7,Urban,TRUE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,.39679092
55996469,1996-03-31,2,988,0,0,54,Private,22810,11,1,SUV,no,0,No,39,0,8,89712,F,No,Manager,Bachelors,0,0,11,11,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,.30269387
56001607,1999-02-22,0,0,0,0,51,Private,17970,7,1,SUV,no,2,No,53,0,13,23847,F,No,Manager,Bachelors,108261,108261,14,14,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,.23722185
56003407,1996-11-03,0,0,0,1,39,Private,11810,10,1,Pickup,no,0,No,38,3,12,6611,M,No,Home Maker,Bachelors,122610,122610,14,14,Rural,FALSE,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,.024467917
56009648,1999-01-31,0,0,0,0,56,Private,17420,10,2,SUV,no,0,No,50,0,NA,22254,F,No,Blue Collar,<High School,127571,127571,1,1,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,.20570734
56010087,1997-11-24,2,8054,8000,0,19,Commercial,19980,7,1,Van,yes,0,Yes,46,0,7,82149,M,No,Blue Collar,Bachelors,0,0,10,10,Urban,FALSE,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,.38655019
56010648,1998-06-22,0,0,0,0,33,Private,20680,15,2,Sports Car,no,2,No,50,0,12,58643,F,No,Professional,Bachelors,212459,212459,8,8,Urban,FALSE,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,.11329199
56032846,1997-01-13,3,42535,0,0,48,Commercial,32090,3,2,Pickup,no,5,No,32,0,13,62507,F,No,Blue Collar,Bachelors,175142,175142,1,1,Urban,FALSE,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,.51231205
56033536,1996-12-17,2,4868,0,0,55,Private,15340,6,1,Sedan,yes,6,No,51,0,12,30758,M,No,Blue Collar,<High School,NA,,5,5,Urban,FALSE,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,
56039301,1998-12-21,0,0,0,0,17,Private,6500,11,1,SUV,no,0,No,50,0,10,22365,F,No,Clerical,High School,131413,131413,1,1,Rural,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,.017468715
56041024,1999-01-27,4,5480,4538,0,66,Commercial,20120,9,2,Van,no,1,Yes,33,2,10,93258,M,No,Professional,Bachelors,291200,291200,7,7,Urban,FALSE,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,.50718063
56045078,1997-12-08,1,46753,0,0,29,Private,14150,4,2,Sedan,yes,4,No,54,0,16,33472,M,No,Blue Collar,<High School,198200,198200,1,1,Urban,FALSE,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,.22505333
56050121,1994-08-23,0,0,0,0,10,Private,20720,4,5,Van,yes,0,No,47,0,10,42991,M,No,Clerical,<High School,175567,175567,1,1,Urban,FALSE,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,.10943744
56060777,1995-11-09,1,2957,0,0,43,Commercial,11370,7,1,Pickup,yes,5,No,49,0,12,100260,M,No,Manager,Bachelors,0,0,13,13,Urban,FALSE,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,.57748985
56061337,1998-10-28,1,4332,24591,2,35,Commercial,5700,1,1,Pickup,no,4,Yes,42,3,9,65598,M,No,Manager,Masters,NA,,10,10,Urban,TRUE,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,
56065634,1999-03-04,3,4292,3649,0,61,Private,13230,6,2,Sedan,yes,4,Yes,35,0,12,,M,No,Manager,PhD,223333,223333,NA,,Urban,FALSE,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,
56120390,1999-02-08,0,0,0,0,39,Private,27530,4,1,Sedan,no,0,No,48,0,6,,F,No,Manager,Masters,306956,306956,20,20,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,.029867593
56139555,1999-03-13,1,31683,0,0,12,Commercial,30480,4,2,Pickup,no,5,No,41,2,13,153270,F,No,Blue Collar,Bachelors,382564,382564,6,6,Urban,FALSE,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,.30094606
56160827,1993-11-07,0,0,0,0,34,Commercial,17300,6,2,Sedan,no,0,No,55,0,9,60436,F,No,Blue Collar,Bachelors,248157,248157,9,9,Urban,FALSE,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,.12193574
56173994,1998-08-18,0,0,0,0,16,Private,20430,4,2,Pickup,no,1,No,45,0,12,43998,F,No,Manager,Masters,NA,,15,15,Urban,FALSE,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,
56202837,1993-10-31,2,2441,3896,0,54,Commercial,15490,6,2,Sports Car,no,0,Yes,43,0,6,86530,F,No,Blue Collar,Bachelors,0,0,13,13,Urban,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,.65509725
56208678,1997-05-23,0,0,0,0,5,Commercial,30810,1,3,Panel Truck,no,0,No,53,0,16,90526,M,No,Professional,Bachelors,262538,262538,NA,,Rural,TRUE,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,
56218314,1994-01-27,2,9055,0,0,33,Commercial,16300,1,3,Van,no,0,No,36,0,9,111961,M,No,Blue Collar,Bachelors,0,0,12,12,Urban,TRUE,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,.54395843
56223397,1994-09-13,2,3295,0,0,12,Private,10480,10,1,Pickup,yes,1,No,40,1,14,64520,M,Yes,Lawyer,Masters,231035,231035,14,14,Urban,FALSE,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,.13441023
56227720,1998-01-27,0,0,0,0,52,Private,12480,1,2,Sedan,no,0,No,39,0,10,70436,M,No,Professional,Masters,0,0,14,14,Urban,TRUE,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,.23993513
56229065,1998-12-20,0,0,0,0,5,Private,13670,4,1,SUV,no,0,No,37,0,11,39777,F,No,Blue Collar,<High School,123004,123004,8,8,Rural,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,.020667596
56229765,1993-07-18,0,0,0,0,37,Commercial,34390,1,2,Van,no,0,No,40,2,15,175263,F,No,Professional,Bachelors,447360,447360,9,9,Urban,TRUE,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,.13880917
56231021,1996-10-05,0,0,0,0,57,Private,7730,1,2,Sports Car,no,0,No,39,1,10,34237,F,No,Home Maker,Bachelors,108663,108663,NA,,Urban,TRUE,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,
56252224,1996-04-17,0,0,0,0,25,Private,16390,10,1,SUV,no,0,No,49,0,11,29016,F,No,Blue Collar,<High School,0,0,1,1,Rural,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,.032578934
56255507,1996-08-02,0,0,0,0,34,Commercial,27240,10,1,Pickup,no,2,No,52,1,14,63936,F,No,Blue Collar,High School,198077,198077,1,1,Urban,FALSE,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,.22085457
56259548,1997-09-05,0,0,0,0,46,Commercial,13410,4,2,SUV,no,0,No,30,2,14,36720,F,No,Blue Collar,High School,162538,162538,1,1,Rural,FALSE,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,.091243595
56274296,1996-02-21,0,0,0,0,17,Private,5100,6,1,Sports Car,no,0,No,36,3,0,0,F,No,Home Maker,<High School,111775,111775,1,1,Urban,FALSE,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,.34111869
56276226,1998-05-31,3,5293,0,0,23,Commercial,28250,13,4,Panel Truck,no,0,No,46,0,11,108439,M,No,Manager,PhD,361875,361875,NA,,Urban,FALSE,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,
56277584,1996-11-28,0,0,5800,0,25,Commercial,8620,1,1,Pickup,yes,1,Yes,44,0,NA,27222,M,No,Blue Collar,<High School,0,0,1,1,Rural,TRUE,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,.12165467
56278202,1997-04-21,3,1201,0,0,47,Commercial,12340,6,2,SUV,no,6,No,45,0,9,63432,F,No,Blue Collar,Bachelors,218922,218922,15,15,Urban,FALSE,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,.63085866
56280390,1996-04-01,1,7097,0,0,42,Commercial,30030,8,1,Panel Truck,no,4,No,45,2,13,170576,M,No,Professional,Masters,NA,,NA,,Urban,FALSE,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,
56284969,1993-06-23,2,19036,4046,0,38,Commercial,7180,6,2,Sports Car,no,4,Yes,54,0,0,0,F,No,Student,High School,0,0,5,5,Rural,FALSE,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,.42969474
56291325,1994-08-28,2,1105,0,0,21,Private,21770,7,4,Sedan,no,6,No,53,0,13,35516,F,No,Clerical,High School,0,0,1,1,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,.30741566
56294578,1998-02-19,1,31392,0,0,34,Private,12640,6,2,SUV,no,4,No,43,0,NA,74276,F,No,Professional,High School,NA,,1,1,Urban,FALSE,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,
56294730,1997-05-05,0,0,0,0,27,Private,19530,9,4,Sedan,no,0,No,56,0,12,37695,F,No,Clerical,High School,191351,191351,NA,,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,
56306672,1996-03-24,1,6596,0,0,5,Private,20310,9,1,SUV,no,6,No,26,4,12,27666,F,No,Clerical,High School,0,0,9,9,Rural,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,.042077456
56316975,1994-07-05,1,8698,0,0,52,Private,18420,6,1,Sedan,yes,4,No,39,0,NA,0,M,No,Home Maker,Bachelors,80529,80529,7,7,Urban,FALSE,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,.19563462
56331937,1998-05-07,1,5274,0,0,21,Private,7330,1,4,Sedan,yes,0,No,53,0,5,183296,M,No,Manager,PhD,0,0,NA,,Urban,TRUE,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,
56340515,1996-05-05,0,0,0,0,24,Private,11050,6,1,SUV,no,4,No,50,0,14,31889,F,No,Clerical,<High School,169899,169899,6,6,Rural,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,.025159838
56349915,1995-07-25,1,23176,5913,0,28,Private,6050,10,1,Pickup,yes,6,Yes,35,1,12,8701,M,No,Professional,Masters,80364,80364,17,17,Urban,FALSE,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,.18800759
56373892,1995-11-20,2,4196,5089,0,40,Commercial,11480,4,1,Pickup,no,1,Yes,56,0,13,33193,M,No,Blue Collar,High School,149500,149500,1,1,Urban,FALSE,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,.46643999
56375094,1996-01-27,0,0,0,1,32,Commercial,11770,4,1,SUV,no,0,No,37,1,10,65715,F,No,Blue Collar,High School,240441,240441,9,9,Urban,FALSE,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,.38421273
56380565,1995-03-03,2,4543,6931,1,8,Private,1700,7,1,Sports Car,no,4,Yes,53,1,0,0,F,No,Student,<High School,NA,,1,1,Urban,FALSE,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,
56395534,1997-08-16,0,0,0,0,27,Private,14440,1,1,SUV,no,1,No,38,1,10,91424,F,Yes,Professional,Bachelors,247423,247423,8,8,Urban,TRUE,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,.43114859
56410901,1994-08-21,0,0,0,0,40,Commercial,14200,1,2,Sedan,no,0,No,44,0,12,55241,M,No,Blue Collar,High School,205177,205177,1,1,Urban,TRUE,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,.3595576
56411073,1998-05-03,0,0,0,0,26,Commercial,19260,5,1,Van,no,5,No,51,0,15,37174,M,No,Blue Collar,Bachelors,NA,,1,1,Urban,FALSE,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,
56416641,1998-08-30,0,0,0,0,38,Private,13800,3,1,Sedan,no,0,No,49,0,12,120694,M,No,Lawyer,Masters,342407,342407,19,19,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,.066234067
56426297,1998-12-16,0,0,0,0,33,Commercial,25420,4,1,Pickup,no,0,No,41,0,14,66405,F,No,Professional,Bachelors,222434,222434,16,16,Urban,FALSE,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,.13437848
56437250,1994-12-28,0,0,0,0,29,Commercial,11440,7,1,SUV,no,0,No,54,0,16,63195,F,No,Blue Collar,Bachelors,211882,211882,2,2,Urban,FALSE,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,.29031679
56438443,1999-03-04,3,1943,0,0,50,Private,13160,5,3,Sedan,yes,0,No,49,0,13,7784,F,No,Clerical,<High School,98722,98722,7,7,Urban,FALSE,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,.19962251
56451447,1998-02-13,3,7409,0,0,51,Commercial,7000,6,1,Pickup,yes,3,No,55,0,14,91610,M,No,Blue Collar,High School,296001,296001,8,8,Urban,FALSE,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,.43635955
56453904,1999-02-28,0,0,5871,0,61,Private,5450,1,1,SUV,no,0,Yes,49,0,8,39490,F,No,Professional,High School,175057,175057,1,1,Rural,TRUE,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.076224595
56460847,1993-12-21,0,0,0,0,33,Commercial,7100,11,1,Sports Car,no,0,No,56,0,0,0,F,No,Student,High School,0,0,8,8,Rural,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,.096236527
56468401,1995-04-06,0,0,0,0,16,Commercial,7810,4,1,SUV,no,2,No,55,0,12,8088,F,No,Student,High School,0,0,1,1,Rural,FALSE,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,.18735018
56471902,1994-03-09,0,0,0,0,24,Private,22990,1,1,Sedan,no,2,No,48,0,13,166907,F,No,Lawyer,Masters,450605,450605,7,7,Urban,TRUE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,.065154642
56481514,1994-03-23,0,0,0,1,22,Private,6110,13,1,Sedan,yes,2,No,38,2,14,8117,M,No,Clerical,<High School,99799,99799,7,7,Rural,FALSE,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,.018930703
56482673,1998-08-25,3,654,52063,0,15,Commercial,22120,4,2,Van,yes,3,Yes,39,0,NA,,M,No,Clerical,Bachelors,212190,212190,11,11,Urban,FALSE,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,.31518525
56482886,1993-06-11,0,0,0,0,49,Commercial,24060,6,1,Panel Truck,no,1,No,50,0,3,87332,M,No,Blue Collar,Bachelors,265923,265923,11,11,Rural,FALSE,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,.025624339
56489025,1994-05-13,2,21939,7893,0,36,Private,6580,1,2,Sports Car,no,1,Yes,36,2,12,24612,F,No,Clerical,Bachelors,NA,,8,8,Urban,TRUE,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,
56489238,1994-02-17,3,5288,0,0,29,Private,30180,1,1,Sedan,no,6,No,36,1,10,89509,M,No,Professional,Bachelors,265394,265394,12,12,Urban,TRUE,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,.15232873
56491189,1997-05-24,1,7501,0,0,37,Commercial,19820,10,1,Sedan,yes,3,No,41,0,15,32437,M,No,Blue Collar,Bachelors,140264,140264,12,12,Urban,FALSE,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,.18017912
56505370,1994-03-26,0,0,0,0,34,Private,17010,1,3,SUV,no,0,No,38,2,14,137075,F,No,Manager,Masters,NA,,16,16,Urban,TRUE,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,
56506753,1994-08-13,0,0,5803,1,21,Commercial,6040,4,3,Pickup,yes,1,Yes,38,1,13,7443,M,No,Student,<High School,NA,,1,1,Urban,FALSE,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,
56509950,1997-06-30,3,38649,3779,0,47,Private,9800,1,2,SUV,no,7,Yes,47,0,NA,82992,F,No,Manager,Masters,231457,231457,1,1,Urban,TRUE,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,.45764545
56520204,1994-02-04,0,0,1361,0,52,Commercial,26290,6,1,Panel Truck,yes,0,Yes,50,0,11,68517,M,No,Unknown,Masters,0,0,12,12,Urban,FALSE,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,.38674355
56520726,1994-02-11,4,4156,0,0,56,Private,35550,7,1,Sedan,no,6,No,50,0,NA,157531,F,No,Lawyer,Masters,0,0,17,17,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,.28370181
56530110,1997-04-15,0,0,16652,0,42,Commercial,28370,4,2,Panel Truck,yes,3,Yes,35,0,9,26048,M,No,Clerical,High School,0,0,1,1,Urban,FALSE,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,.56796271
56531916,1996-07-22,3,6890,1050,0,35,Private,14050,7,1,Sedan,yes,4,Yes,35,1,6,17972,M,No,Clerical,<High School,109056,109056,1,1,Urban,FALSE,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,.28910714
56541067,1999-04-12,2,4169,0,0,57,Commercial,23640,1,1,Panel Truck,yes,1,No,57,0,12,106922,M,No,Professional,Bachelors,285968,285968,7,7,Urban,TRUE,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,.45686215
56551706,1993-06-01,0,0,27521,0,55,Commercial,11590,10,1,SUV,no,3,Yes,50,0,7,50899,F,No,Blue Collar,High School,0,0,1,1,Urban,FALSE,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,.6662544
56552594,1994-01-16,1,4752,5019,0,32,Commercial,24450,1,1,Panel Truck,yes,2,Yes,43,0,10,61206,M,No,Manager,Bachelors,NA,,1,1,Urban,TRUE,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,
56591939,1994-11-15,2,9627,0,1,50,Private,16550,7,1,Sedan,yes,4,No,39,2,13,,M,Yes,Manager,Bachelors,299021,299021,12,12,Urban,FALSE,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,.26680976
56612791,1994-12-09,0,0,0,0,76,Private,10900,6,1,Pickup,yes,1,No,42,0,12,42589,M,No,Clerical,High School,152629,152629,7,7,Urban,FALSE,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,.2609342
56616478,1994-10-26,0,0,0,2,36,Commercial,12400,6,1,Sedan,no,0,No,45,3,10,64015,M,Yes,Blue Collar,High School,0,0,1,1,Rural,FALSE,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,.17873012
56635549,1998-10-10,1,4099,0,0,5,Private,14920,7,1,Sedan,no,1,No,43,0,11,91165,M,No,Lawyer,Masters,274668,274668,17,17,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,.053743899
56639684,1996-02-08,2,9895,0,0,33,Private,7530,1,1,Sports Car,no,4,No,36,2,0,0,F,No,Home Maker,<High School,73668,73668,3,3,Urban,TRUE,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,.59556919
56639942,1994-07-02,2,5011,8446,0,24,Commercial,4580,10,2,Sedan,yes,1,Yes,53,0,12,46979,M,No,Blue Collar,High School,212163,212163,9,9,Urban,FALSE,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,.26569939
56641658,1998-04-08,0,0,1804,0,66,Commercial,6240,1,1,SUV,no,1,Yes,38,2,8,47366,F,Yes,Blue Collar,High School,0,0,6,6,Urban,TRUE,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,.7958107
56642857,1998-11-30,3,40763,0,0,49,Private,9590,10,1,SUV,no,2,No,53,0,5,,F,No,Blue Collar,<High School,0,0,5,5,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,.41040343
56647962,1994-03-19,0,0,8441,0,46,Private,7100,13,2,SUV,no,1,Yes,53,0,0,,F,No,Home Maker,High School,136780,136780,NA,,Urban,FALSE,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,
56669964,1994-09-04,2,3961,0,0,14,Private,9510,6,3,Sports Car,no,0,No,40,0,11,24189,F,No,Clerical,<High School,100892,100892,6,6,Urban,FALSE,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,.2603713
56670427,1996-08-16,0,0,2986,0,56,Private,1500,4,4,SUV,no,0,Yes,53,0,0,0,F,No,Home Maker,High School,74945,74945,1,1,Urban,FALSE,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,.38337195
56672048,1994-07-21,2,5796,5791,0,43,Private,18150,1,2,Sedan,no,0,Yes,45,1,10,102765,F,Yes,Lawyer,Masters,0,0,17,17,Urban,TRUE,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,.22412868
56677302,1995-11-11,0,0,0,0,40,Commercial,7600,6,1,Sedan,yes,0,No,32,2,14,37320,M,No,Blue Collar,High School,157137,157137,1,1,Urban,FALSE,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,.34000811
56679494,1999-01-23,2,30986,0,1,48,Private,31980,1,1,Sedan,no,0,No,40,2,9,214199,F,Yes,Doctor,PhD,539729,539729,17,17,Urban,TRUE,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,.14111252
56698449,1996-07-16,0,0,0,0,35,Private,13690,6,2,Sedan,no,4,No,39,1,17,14054,F,No,Clerical,<High School,98184,98184,1,1,Rural,FALSE,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,.02512465
56701005,1995-03-15,0,0,6022,0,34,Commercial,9040,6,2,Pickup,yes,0,Yes,45,0,9,61710,M,No,Professional,Bachelors,255337,255337,11,11,Urban,FALSE,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,.2035355
56701569,1996-01-01,3,6748,2747,0,43,Commercial,13080,1,2,Sedan,no,0,Yes,43,0,10,97953,M,No,Blue Collar,Bachelors,0,0,NA,,Urban,TRUE,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,
56720989,1994-12-18,0,0,0,0,7,Private,12800,10,2,SUV,no,0,No,35,0,12,78021,F,No,Manager,Bachelors,223694,223694,1,1,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,.10285421
56721286,1999-05-07,2,2799,0,0,8,Private,7390,3,1,Pickup,no,7,No,52,0,15,58869,M,No,Professional,Bachelors,173894,173894,9,9,Urban,FALSE,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,.26591253
56728832,1997-07-28,0,0,0,0,46,Private,4800,6,3,Sports Car,no,0,No,34,1,13,37806,F,No,Clerical,Bachelors,173130,173130,8,8,Rural,FALSE,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,.040750876
56748133,1999-04-03,3,2862,0,0,48,Private,5100,1,1,Sedan,yes,1,No,36,3,11,101575,M,Yes,Professional,Bachelors,282821,282821,11,11,Urban,TRUE,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,.34755617
